2023-12-26 15:36:56,886 |main                 |CatalinaContainer             |I| Creating context [rest-api]
2023-12-26 15:37:00,779 |OFBiz-batch-3        |DatabaseUtil                  |I| - stores LowerCase          [true]
2023-12-26 15:37:00,759 |OFBiz-batch-1        |DatabaseUtil                  |I| - forward only type         [true]
2023-12-26 15:37:00,780 |OFBiz-batch-3        |DatabaseUtil                  |I| - stores MixedCase          [false]
2023-12-26 15:37:00,780 |OFBiz-batch-1        |DatabaseUtil                  |I| - scroll sensitive type     [false]
2023-12-26 15:37:00,781 |OFBiz-batch-3        |DatabaseUtil                  |I| - stores UpperCase          [false]
2023-12-26 15:37:00,782 |OFBiz-batch-1        |DatabaseUtil                  |I| - scroll insensitive type   [true]
2023-12-26 15:37:00,783 |OFBiz-batch-1        |DatabaseUtil                  |I| - is case sensitive         [false]
2023-12-26 15:37:00,788 |OFBiz-batch-3        |DatabaseUtil                  |I| - max table name length     [63]
2023-12-26 15:37:00,788 |OFBiz-batch-3        |DatabaseUtil                  |I| - max column name length    [63]
2023-12-26 15:37:00,789 |OFBiz-batch-3        |DatabaseUtil                  |I| - concurrent connections    [8192]
2023-12-26 15:37:00,789 |OFBiz-batch-3        |DatabaseUtil                  |I| - concurrent statements     [0]
2023-12-26 15:37:00,789 |OFBiz-batch-3        |DatabaseUtil                  |I| - ANSI SQL92 Entry          [true]
2023-12-26 15:37:00,789 |OFBiz-batch-3        |DatabaseUtil                  |I| - ANSI SQL92 Intermediate   [false]
2023-12-26 15:37:00,789 |OFBiz-batch-3        |DatabaseUtil                  |I| - ANSI SQL92 Full           [false]
2023-12-26 15:37:00,789 |OFBiz-batch-3        |DatabaseUtil                  |I| - ODBC SQL Grammar Core     [false]
2023-12-26 15:37:00,790 |OFBiz-batch-3        |DatabaseUtil                  |I| - ODBC SQL Grammar Extended [false]
2023-12-26 15:37:00,790 |OFBiz-batch-3        |DatabaseUtil                  |I| - ODBC SQL Grammar Minimum  [true]
2023-12-26 15:37:00,790 |OFBiz-batch-3        |DatabaseUtil                  |I| - outer joins               [true]*
2023-12-26 15:37:00,790 |OFBiz-batch-3        |DatabaseUtil                  |I| - limited outer joins       [true]
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| - full outer joins          [true]
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| - group by                  [true]*
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| - group by not in select    [true]
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| - column aliasing           [true]
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| - order by not in select    [true]
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| - alter table add column    [true]*
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| - non-nullable column       [true]*
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| - default fetchsize        [0]
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| - named parameters         [ SKIPPED ]
2023-12-26 15:37:00,791 |OFBiz-batch-3        |DatabaseUtil                  |I| Getting Table Info From Database
2023-12-26 15:37:00,807 |OFBiz-batch-1        |DatabaseUtil                  |I| - stores LowerCase          [true]
2023-12-26 15:37:00,812 |OFBiz-batch-3        |DatabaseUtil                  |I| Getting Column Info From Database
2023-12-26 15:37:00,818 |OFBiz-batch-1        |DatabaseUtil                  |I| - stores MixedCase          [false]
2023-12-26 15:37:00,818 |OFBiz-batch-1        |DatabaseUtil                  |I| - stores UpperCase          [false]
2023-12-26 15:37:00,825 |OFBiz-batch-1        |DatabaseUtil                  |I| - max table name length     [63]
2023-12-26 15:37:00,825 |OFBiz-batch-1        |DatabaseUtil                  |I| - max column name length    [63]
2023-12-26 15:37:00,825 |OFBiz-batch-1        |DatabaseUtil                  |I| - concurrent connections    [8192]
2023-12-26 15:37:00,825 |OFBiz-batch-1        |DatabaseUtil                  |I| - concurrent statements     [0]
2023-12-26 15:37:00,826 |OFBiz-batch-1        |DatabaseUtil                  |I| - ANSI SQL92 Entry          [true]
2023-12-26 15:37:00,826 |OFBiz-batch-1        |DatabaseUtil                  |I| - ANSI SQL92 Intermediate   [false]
2023-12-26 15:37:00,826 |OFBiz-batch-1        |DatabaseUtil                  |I| - ANSI SQL92 Full           [false]
2023-12-26 15:37:00,826 |OFBiz-batch-1        |DatabaseUtil                  |I| - ODBC SQL Grammar Core     [false]
2023-12-26 15:37:00,826 |OFBiz-batch-1        |DatabaseUtil                  |I| - ODBC SQL Grammar Extended [false]
2023-12-26 15:37:00,826 |OFBiz-batch-1        |DatabaseUtil                  |I| - ODBC SQL Grammar Minimum  [true]
2023-12-26 15:37:00,826 |OFBiz-batch-1        |DatabaseUtil                  |I| - outer joins               [true]*
2023-12-26 15:37:00,826 |OFBiz-batch-1        |DatabaseUtil                  |I| - limited outer joins       [true]
2023-12-26 15:37:00,826 |OFBiz-batch-1        |DatabaseUtil                  |I| - full outer joins          [true]
2023-12-26 15:37:00,842 |OFBiz-batch-1        |DatabaseUtil                  |I| - group by                  [true]*
2023-12-26 15:37:00,843 |OFBiz-batch-1        |DatabaseUtil                  |I| - group by not in select    [true]
2023-12-26 15:37:00,843 |OFBiz-batch-1        |DatabaseUtil                  |I| - column aliasing           [true]
2023-12-26 15:37:00,843 |OFBiz-batch-1        |DatabaseUtil                  |I| - order by not in select    [true]
2023-12-26 15:37:00,844 |OFBiz-batch-3        |DatabaseUtil                  |I| Reviewed 8 primary key fields from database.
2023-12-26 15:37:00,844 |OFBiz-batch-1        |DatabaseUtil                  |I| - alter table add column    [true]*
2023-12-26 15:37:00,844 |OFBiz-batch-1        |DatabaseUtil                  |I| - non-nullable column       [true]*
2023-12-26 15:37:00,845 |OFBiz-batch-1        |DatabaseUtil                  |I| - default fetchsize        [0]
2023-12-26 15:37:00,845 |OFBiz-batch-1        |DatabaseUtil                  |I| - named parameters         [ SKIPPED ]
2023-12-26 15:37:00,845 |OFBiz-batch-1        |DatabaseUtil                  |I| Getting Table Info From Database
2023-12-26 15:37:00,857 |OFBiz-batch-2        |DatabaseUtil                  |I| Getting Column Info From Database
2023-12-26 15:37:00,859 |OFBiz-batch-1        |DatabaseUtil                  |I| Getting Column Info From Database
2023-12-26 15:37:00,890 |OFBiz-batch-1        |DatabaseUtil                  |I| Reviewed 9 primary key fields from database.
2023-12-26 15:37:01,405 |OFBiz-batch-2        |DatabaseUtil                  |I| Reviewed 1717 primary key fields from database.
2023-12-26 15:37:01,429 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [DIFFICULTY_LEVEL] of table [public.QUESTION_MASTER] of entity [QuestionMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,435 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_ANSWER_MASTER] of entity [UserAttemptAnswerMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,435 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [IS_FLAGGED] of table [public.USER_ATTEMPT_ANSWER_MASTER] of entity [UserAttemptAnswerMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,435 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [NO_OF_QUESTIONS] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,436 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_WRONG] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,436 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_CORRECT] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,436 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,436 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [CORRECT_QUESTIONS_IN_THIS_TOPIC] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,436 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,436 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_QUESTIONS_IN_THIS_TOPIC] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,437 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [MAX_SPLIT_ATTEMPTS] of table [public.USER_EXAM_MAPPING_MASTER] of entity [UserExamMappingMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 15:37:01,439 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.DEPT] exists in the database but has no corresponding entity
2023-12-26 15:37:01,439 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.EMP] exists in the database but has no corresponding entity
2023-12-26 15:37:01,439 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.EXAM_TOPIC_MAPPING] exists in the database but has no corresponding entity
2023-12-26 15:37:01,439 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.STAFFS] exists in the database but has no corresponding entity
2023-12-26 15:37:01,439 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.STUDENT] exists in the database but has no corresponding entity
2023-12-26 15:37:01,439 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.TEACHER] exists in the database but has no corresponding entity
2023-12-26 15:37:01,439 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.USER_EXAM_MAPPING] exists in the database but has no corresponding entity
2023-12-26 15:37:01,458 |main                 |ContainerLoader               |I| Started container delegator-container
2023-12-26 15:37:01,458 |main                 |ContainerLoader               |I| Starting container service-container
2023-12-26 15:37:01,458 |main                 |ContainerLoader               |I| Started container service-container
2023-12-26 15:37:01,458 |main                 |ContainerLoader               |I| Starting container catalina-container
2023-12-26 15:37:01,526 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [11] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\content/entitydef/eecas.xml in loader main
2023-12-26 15:37:01,530 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [4] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\workeffort/entitydef/eecas.xml in loader main
2023-12-26 15:37:01,536 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [14] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\product/entitydef/eecas.xml in loader main
2023-12-26 15:37:01,539 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [2] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\accounting/entitydef/eecas.xml in loader main
2023-12-26 15:37:01,556 |kJoinPool-1-worker-2 |EntityEcaUtil                 |I| Loaded [15] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\lucene/entitydef/eecas_product.xml in loader main
2023-12-26 15:37:01,565 |kJoinPool-1-worker-2 |EntityEcaUtil                 |I| Loaded [1] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\projectmgr/entitydef/eecas.xml in loader main
2023-12-26 15:37:01,568 |kJoinPool-1-worker-2 |EntityEcaUtil                 |I| Loaded [0] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\solr/entitydef/eecas.xml in loader main
2023-12-26 15:37:01,590 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [3] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\order/entitydef/eecas.xml in loader main
2023-12-26 15:37:01,611 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [1] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/groups_test.xml
2023-12-26 15:37:01,614 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [4] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/groups.xml
