2023-12-21 15:22:12,052 |jsse-nio-8443-exec-2 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-21 15:43:47,343 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26530] -- Next runtime: Thu Dec 21 15:58:47 IST 2023
2023-12-21 15:43:47,350 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [26531] -- Next runtime: Thu Dec 21 15:58:47 IST 2023
2023-12-21 15:43:48,975 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [1632] milliseconds
2023-12-21 15:43:50,399 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [3049] milliseconds
2023-12-21 15:46:08,803 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 15:46:08,834 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 15:47:09,144 |Catalina-utility-2   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 15:47:09,169 |Catalina-utility-2   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 15:50:39,569 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 15:50:39,586 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 15:58:47,816 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26536] -- Next runtime: Thu Dec 21 16:13:47 IST 2023
2023-12-21 15:58:47,820 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [26537] -- Next runtime: Thu Dec 21 16:13:47 IST 2023
2023-12-21 15:58:50,703 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [2885] milliseconds
2023-12-21 15:58:50,730 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26538] -- Next runtime: Thu Dec 21 16:13:50 IST 2023
2023-12-21 15:58:50,739 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [7] milliseconds
2023-12-21 15:58:50,746 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26539] -- Next runtime: Thu Dec 21 16:13:50 IST 2023
2023-12-21 15:58:50,754 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [5] milliseconds
2023-12-21 15:58:52,766 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [4946] milliseconds
2023-12-21 15:59:40,982 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 15:59:41,001 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:00:22,411 |Catalina-utility-2   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:00:22,432 |Catalina-utility-2   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:01:22,559 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:01:22,575 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:13:52,043 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26540] -- Next runtime: Thu Dec 21 16:28:52 IST 2023
2023-12-21 16:13:52,136 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [26541] -- Next runtime: Thu Dec 21 16:28:52 IST 2023
2023-12-21 16:13:54,549 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [2505] milliseconds
2023-12-21 16:13:54,558 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26542] -- Next runtime: Thu Dec 21 16:28:54 IST 2023
2023-12-21 16:13:54,570 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [12] milliseconds
2023-12-21 16:13:54,582 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26543] -- Next runtime: Thu Dec 21 16:28:54 IST 2023
2023-12-21 16:13:54,586 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [4] milliseconds
2023-12-21 16:13:56,702 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [4566] milliseconds
2023-12-21 16:22:26,949 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:22:26,966 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:23:27,134 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:23:27,152 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:23:27,157 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:25:27,718 |Catalina-utility-2   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:25:27,728 |Catalina-utility-2   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:28:52,540 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26544] -- Next runtime: Thu Dec 21 16:43:52 IST 2023
2023-12-21 16:28:52,543 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [26545] -- Next runtime: Thu Dec 21 16:43:52 IST 2023
2023-12-21 16:28:55,072 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [2531] milliseconds
2023-12-21 16:28:57,247 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [4704] milliseconds
2023-12-21 16:29:22,588 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26546] -- Next runtime: Thu Dec 21 16:44:22 IST 2023
2023-12-21 16:29:22,593 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [26547] -- Next runtime: Thu Dec 21 16:44:22 IST 2023
2023-12-21 16:29:25,278 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [2689] milliseconds
2023-12-21 16:29:27,408 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [4811] milliseconds
2023-12-21 16:33:29,373 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:33:29,393 |Catalina-utility-1   |ControlEventListener          |I| Destroying session:  hidden sessionId by default.
2023-12-21 16:42:53,071 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Auto-create Fixed Asset Maintenances] Id [26532] -- Next runtime: Thu Dec 21 17:42:53 IST 2023
2023-12-21 16:42:53,072 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Auto-create Fixed Asset Maintenances] Id [26533] -- Next runtime: Thu Dec 21 17:42:53 IST 2023
2023-12-21 16:42:53,123 |OFBiz-JobQueue-1     |Log                           |I| [CommonPermissionServices.xml#genericBasePermissionCheck line 59] This simple-method-call is deprecated! Please use a service-call of genericBasePermissionCheck instead.
2023-12-21 16:42:53,125 |OFBiz-JobQueue-0     |Log                           |I| [CommonPermissionServices.xml#genericBasePermissionCheck line 59] This simple-method-call is deprecated! Please use a service-call of genericBasePermissionCheck instead.
2023-12-21 16:42:53,377 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/genericBasePermissionCheck] finished in [253] milliseconds
2023-12-21 16:42:53,380 |OFBiz-JobQueue-1     |ServiceEcaCondition           |W| doRealCompare returned null, returning false
2023-12-21 16:42:53,381 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/fixedAssetPermissionCheck] finished in [309] milliseconds
2023-12-21 16:42:53,546 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/genericBasePermissionCheck] finished in [420] milliseconds
2023-12-21 16:42:53,548 |OFBiz-JobQueue-0     |ServiceEcaCondition           |W| doRealCompare returned null, returning false
2023-12-21 16:42:53,548 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/fixedAssetPermissionCheck] finished in [476] milliseconds
2023-12-21 16:42:55,110 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/createMaintsFromTimeInterval] finished in [2039] milliseconds
2023-12-21 16:42:56,597 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/createMaintsFromTimeInterval] finished in [3525] milliseconds
2023-12-21 16:43:23,171 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Auto-create Fixed Asset Maintenances] Id [26535] -- Next runtime: Thu Dec 21 17:43:23 IST 2023
2023-12-21 16:43:23,178 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Auto-create Fixed Asset Maintenances] Id [26534] -- Next runtime: Thu Dec 21 17:43:23 IST 2023
2023-12-21 16:43:23,252 |OFBiz-JobQueue-0     |Log                           |I| [CommonPermissionServices.xml#genericBasePermissionCheck line 59] This simple-method-call is deprecated! Please use a service-call of genericBasePermissionCheck instead.
2023-12-21 16:43:23,252 |OFBiz-JobQueue-1     |Log                           |I| [CommonPermissionServices.xml#genericBasePermissionCheck line 59] This simple-method-call is deprecated! Please use a service-call of genericBasePermissionCheck instead.
2023-12-21 16:43:23,454 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/genericBasePermissionCheck] finished in [201] milliseconds
2023-12-21 16:43:23,456 |OFBiz-JobQueue-0     |ServiceEcaCondition           |W| doRealCompare returned null, returning false
2023-12-21 16:43:23,456 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/fixedAssetPermissionCheck] finished in [277] milliseconds
2023-12-21 16:43:23,654 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/genericBasePermissionCheck] finished in [401] milliseconds
2023-12-21 16:43:23,656 |OFBiz-JobQueue-1     |ServiceEcaCondition           |W| doRealCompare returned null, returning false
2023-12-21 16:43:23,657 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/fixedAssetPermissionCheck] finished in [484] milliseconds
2023-12-21 16:43:25,152 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/createMaintsFromTimeInterval] finished in [1973] milliseconds
2023-12-21 16:43:26,661 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/createMaintsFromTimeInterval] finished in [3490] milliseconds
2023-12-21 16:43:53,265 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [26548] -- Next runtime: Thu Dec 21 16:58:53 IST 2023
2023-12-21 16:43:53,273 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26549] -- Next runtime: Thu Dec 21 16:58:53 IST 2023
2023-12-21 16:43:55,470 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [2204] milliseconds
2023-12-21 16:43:57,410 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [4135] milliseconds
2023-12-21 16:44:23,353 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [26550] -- Next runtime: Thu Dec 21 16:59:23 IST 2023
2023-12-21 16:44:23,359 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26551] -- Next runtime: Thu Dec 21 16:59:23 IST 2023
2023-12-21 16:44:25,272 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [1919] milliseconds
2023-12-21 16:44:27,416 |OFBiz-JobQueue-1     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [4057] milliseconds
2023-12-21 16:58:18,034 |main                 |ComponentContainer            |I| Auto-Loading component directory : [C:\Users\Dell\ofbiz-framework\ofbiz-framework\framework]
2023-12-21 16:58:18,440 |main                 |ComponentContainer            |I| Auto-Loading component directory : [C:\Users\Dell\ofbiz-framework\ofbiz-framework\themes]
2023-12-21 16:58:18,506 |main                 |ComponentContainer            |I| Auto-Loading component directory : [C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications]
2023-12-21 16:58:18,674 |main                 |ComponentContainer            |I| Auto-Loading component directory : [C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins]
2023-12-21 16:58:19,005 |main                 |ComponentContainer            |I| All components loaded
2023-12-21 16:58:19,006 |main                 |ContainerLoader               |I| [Startup] Loading containers...
2023-12-21 16:58:19,011 |main                 |ContainerLoader               |I| Loading container: admin-container
2023-12-21 16:58:19,054 |main                 |ContainerLoader               |I| Loaded container: admin-container
2023-12-21 16:58:19,055 |main                 |ContainerLoader               |I| Loading container: delegator-container
2023-12-21 16:58:19,068 |main                 |ContainerLoader               |I| Loaded container: delegator-container
2023-12-21 16:58:19,070 |main                 |ContainerLoader               |I| Loading container: service-container
2023-12-21 16:58:19,118 |main                 |ContainerLoader               |I| Loaded container: service-container
2023-12-21 16:58:19,119 |main                 |ContainerLoader               |I| Loading container: catalina-container
2023-12-21 16:58:19,590 |main                 |CatalinaContainer             |I| Tomcat Connector["ajp-nio-127.0.0.1-8009"]: set scheme=http
2023-12-21 16:58:19,596 |main                 |CatalinaContainer             |I| Tomcat Connector["ajp-nio-127.0.0.1-8009"]: set secure=false
2023-12-21 16:58:19,605 |main                 |CatalinaContainer             |I| Tomcat Connector["ajp-nio-127.0.0.1-8009"]: set URIEncoding=UTF-8
2023-12-21 16:58:19,605 |main                 |CatalinaContainer             |I| Tomcat Connector["ajp-nio-127.0.0.1-8009"]: set xpoweredBy=false
2023-12-21 16:58:19,606 |main                 |CatalinaContainer             |I| Tomcat Connector["ajp-nio-127.0.0.1-8009"]: set secretRequired=false
2023-12-21 16:58:19,620 |main                 |CatalinaContainer             |I| Tomcat Connector["http-nio-8080"]: enabled HTTP/2
2023-12-21 16:58:19,621 |main                 |CatalinaContainer             |I| Tomcat Connector["http-nio-8080"]: set scheme=http
2023-12-21 16:58:19,621 |main                 |CatalinaContainer             |I| Tomcat Connector["http-nio-8080"]: set secure=false
2023-12-21 16:58:19,622 |main                 |CatalinaContainer             |I| Tomcat Connector["http-nio-8080"]: set URIEncoding=UTF-8
